cik,family,tag,as_of,period_end,days_stale
858877,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-17,2013-07-27,1178
858877,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-03,2013-07-27,1195
858877,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-16,2013-07-27,1208
858877,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-22,2013-07-27,1214
858877,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-13,2013-07-27,1235
858877,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-22,2013-07-27,1244
858877,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-15,2013-07-27,1299
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-07-30,2019-12-31,212
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-08-06,2019-12-31,219
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-14,2019-12-31,258
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-29,2019-12-31,273
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-30,2019-12-31,274
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-10-22,2019-12-31,296
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-10-23,2019-12-31,297
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-10-28,2019-12-31,302
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-11-04,2019-12-31,309
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2020-12-08,2019-12-31,343
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2021-01-11,2019-12-31,377
882095,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,2021-02-04,2019-12-31,401
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-20,2013-03-31,1207
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-26,2013-03-31,1213
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-03,2013-03-31,1221
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-19,2013-03-31,1298
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-28,2013-03-31,1307
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-02,2013-03-31,1312
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-11,2013-03-31,1382
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-17,2013-03-31,1388
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-31,2013-03-31,1402
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-27,2013-03-31,1429
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-02,2013-03-31,1432
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-19,2013-03-31,1480
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-21,2013-03-31,1482
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-04,2013-03-31,1495
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-22,2013-03-31,1513
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-28,2013-03-31,1550
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-19,2013-03-31,1571
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-03,2013-03-31,1586
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-17,2013-03-31,1661
895421,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-26,2013-03-31,1670
895421,cash,CashAndCashEquivalentsAtCarryingValue,2019-11-05,2019-03-31,219
895421,cash,CashAndCashEquivalentsAtCarryingValue,2019-11-25,2019-03-31,239
895421,cash,CashAndCashEquivalentsAtCarryingValue,2020-01-16,2019-03-31,291
895421,cash,CashAndCashEquivalentsAtCarryingValue,2020-01-17,2019-03-31,292
895421,cash,CashAndCashEquivalentsAtCarryingValue,2020-02-20,2019-03-31,326
895421,cash,CashAndCashEquivalentsAtCarryingValue,2020-02-21,2019-03-31,327
895421,cash,CashAndCashEquivalentsAtCarryingValue,2020-02-27,2019-03-31,333
895421,cash,CashAndCashEquivalentsAtCarryingValue,2020-04-16,2019-03-31,382
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-25,2016-03-31,208
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-03,2016-03-31,217
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-21,2016-03-31,235
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-05,2016-03-31,249
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-16,2016-03-31,260
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-31,2016-03-31,306
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-28,2016-03-31,334
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-26,2016-03-31,391
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-04,2016-03-31,399
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-19,2016-03-31,414
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-25,2016-03-31,481
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-03,2016-03-31,490
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-02,2016-03-31,550
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-26,2016-03-31,574
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-30,2016-03-31,578
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-01,2016-03-31,580
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-04,2016-03-31,613
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-30,2016-03-31,670
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-23,2016-03-31,694
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-06,2016-03-31,705
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-03,2016-03-31,733
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-24,2016-03-31,754
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-02,2016-03-31,762
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-18,2016-03-31,778
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-24,2016-03-31,845
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-01,2016-03-31,853
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-09,2016-03-31,922
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-10,2016-03-31,923
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-23,2016-03-31,936
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-30,2016-03-31,943
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-12-03,2016-03-31,977
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-01-18,2016-03-31,1023
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-02-05,2016-03-31,1041
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-02-28,2016-03-31,1064
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-04-30,2016-03-31,1125
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-05-02,2016-03-31,1127
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-05-17,2016-03-31,1142
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-06-17,2016-03-31,1173
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-07-23,2016-03-31,1209
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-07-31,2016-03-31,1217
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-10-09,2016-03-31,1287
896159,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-10-29,2016-03-31,1307
1012569,eps_diluted,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,2017-11-07,2017-03-31,221
1012569,eps_diluted,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,2017-11-08,2017-03-31,222
1035002,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-27,2016-12-31,208
1035002,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-07,2016-12-31,219
1035002,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-06,2016-12-31,249
1035002,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-21,2016-12-31,264
1035002,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-26,2016-12-31,299
1038357,eps_diluted,EarningsPerShareDiluted,2017-08-01,2016-12-31,213
1038357,net_income,NetIncomeLoss,2017-08-01,2016-12-31,213
1038357,eps_diluted,EarningsPerShareDiluted,2017-09-06,2016-12-31,249
1038357,net_income,NetIncomeLoss,2017-09-06,2016-12-31,249
1038357,eps_diluted,EarningsPerShareDiluted,2017-10-12,2016-12-31,285
1038357,net_income,NetIncomeLoss,2017-10-12,2016-12-31,285
1038357,eps_diluted,EarningsPerShareDiluted,2017-10-17,2016-12-31,290
1038357,net_income,NetIncomeLoss,2017-10-17,2016-12-31,290
1038357,eps_diluted,EarningsPerShareDiluted,2017-11-01,2016-12-31,305
1038357,net_income,NetIncomeLoss,2017-11-01,2016-12-31,305
1038357,eps_diluted,EarningsPerShareDiluted,2017-11-03,2016-12-31,307
1038357,eps_diluted,EarningsPerShareDiluted,2018-01-10,2016-12-31,375
1038357,eps_diluted,EarningsPerShareDiluted,2018-01-16,2016-12-31,381
1038357,eps_diluted,EarningsPerShareDiluted,2018-02-06,2016-12-31,402
1038357,eps_diluted,EarningsPerShareDiluted,2018-07-25,2017-12-31,206
1038357,eps_diluted,EarningsPerShareDiluted,2018-07-31,2017-12-31,212
1038357,eps_diluted,EarningsPerShareDiluted,2018-08-07,2017-12-31,219
1038357,eps_diluted,EarningsPerShareDiluted,2018-08-09,2017-12-31,221
1038357,eps_diluted,EarningsPerShareDiluted,2018-09-17,2017-12-31,260
1038357,eps_diluted,EarningsPerShareDiluted,2018-10-24,2017-12-31,297
1038357,eps_diluted,EarningsPerShareDiluted,2018-10-30,2017-12-31,303
1038357,eps_diluted,EarningsPerShareDiluted,2018-11-06,2017-12-31,310
1038357,eps_diluted,EarningsPerShareDiluted,2019-07-25,2018-12-31,206
1038357,eps_diluted,EarningsPerShareDiluted,2019-08-06,2018-12-31,218
1038357,eps_diluted,EarningsPerShareDiluted,2019-08-09,2018-12-31,221
1038357,eps_diluted,EarningsPerShareDiluted,2019-10-16,2018-12-31,289
1038357,eps_diluted,EarningsPerShareDiluted,2019-10-21,2018-12-31,294
1038357,eps_diluted,EarningsPerShareDiluted,2019-11-04,2018-12-31,308
1038357,eps_diluted,EarningsPerShareDiluted,2020-07-22,2019-12-31,204
1038357,eps_diluted,EarningsPerShareDiluted,2020-08-04,2019-12-31,217
1038357,eps_diluted,EarningsPerShareDiluted,2020-08-05,2019-12-31,218
1038357,eps_diluted,EarningsPerShareDiluted,2020-08-11,2019-12-31,224
1038357,eps_diluted,EarningsPerShareDiluted,2020-09-09,2019-12-31,253
1038357,eps_diluted,EarningsPerShareDiluted,2020-10-07,2019-12-31,281
1038357,eps_diluted,EarningsPerShareDiluted,2020-10-13,2019-12-31,287
1038357,eps_diluted,EarningsPerShareDiluted,2020-10-20,2019-12-31,294
1038357,eps_diluted,EarningsPerShareDiluted,2020-10-21,2019-12-31,295
1038357,eps_diluted,EarningsPerShareDiluted,2020-10-22,2019-12-31,296
1038357,eps_diluted,EarningsPerShareDiluted,2020-11-04,2019-12-31,309
1038357,eps_diluted,EarningsPerShareDiluted,2020-11-06,2019-12-31,311
1038357,eps_diluted,EarningsPerShareDiluted,2020-11-20,2019-12-31,325
1038357,eps_diluted,EarningsPerShareDiluted,2020-12-02,2019-12-31,337
1038357,eps_diluted,EarningsPerShareDiluted,2020-12-30,2019-12-31,365
1038357,eps_diluted,EarningsPerShareDiluted,2021-01-05,2019-12-31,371
1038357,eps_diluted,EarningsPerShareDiluted,2021-01-12,2019-12-31,378
1038357,eps_diluted,EarningsPerShareDiluted,2021-01-13,2019-12-31,379
1038357,eps_diluted,EarningsPerShareDiluted,2021-01-29,2019-12-31,395
1038357,eps_diluted,EarningsPerShareDiluted,2021-02-09,2019-12-31,406
1038357,eps_diluted,EarningsPerShareDiluted,2021-02-23,2019-12-31,420
1038357,eps_diluted,EarningsPerShareDiluted,2021-02-24,2019-12-31,421
1038357,eps_diluted,EarningsPerShareDiluted,2021-07-27,2020-12-31,208
1038357,eps_diluted,EarningsPerShareDiluted,2021-08-02,2020-12-31,214
1045810,revenue,Revenues,2021-05-21,2020-10-25,208
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-28,2013-06-30,1124
1061219,revenue,Revenues,2016-07-28,2015-09-30,302
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-03,2013-06-30,1130
1061219,revenue,Revenues,2016-08-03,2015-09-30,308
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-04,2013-06-30,1131
1061219,revenue,Revenues,2016-08-04,2015-09-30,309
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-01,2013-06-30,1159
1061219,revenue,Revenues,2016-09-01,2015-09-30,337
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-14,2013-06-30,1172
1061219,revenue,Revenues,2016-09-14,2015-09-30,350
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-27,2013-06-30,1215
1061219,revenue,Revenues,2016-10-27,2015-09-30,393
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-04,2013-06-30,1223
1061219,revenue,Revenues,2016-11-04,2015-09-30,401
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-08,2013-06-30,1227
1061219,revenue,Revenues,2016-11-08,2015-09-30,405
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-30,2013-06-30,1310
1061219,revenue,Revenues,2017-01-30,2015-09-30,488
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-24,2013-06-30,1335
1061219,revenue,Revenues,2017-02-24,2015-09-30,513
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-02,2013-06-30,1402
1061219,revenue,Revenues,2017-05-02,2015-09-30,580
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-08,2013-06-30,1408
1061219,revenue,Revenues,2017-05-08,2015-09-30,586
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-03,2013-06-30,1495
1061219,revenue,Revenues,2017-08-03,2015-09-30,673
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-04,2013-06-30,1496
1061219,revenue,Revenues,2017-08-04,2015-09-30,674
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-09,2013-06-30,1501
1061219,revenue,Revenues,2017-08-09,2015-09-30,679
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-16,2013-06-30,1508
1061219,revenue,Revenues,2017-08-16,2015-09-30,686
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-15,2013-06-30,1538
1061219,revenue,Revenues,2017-09-15,2015-09-30,716
1061219,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-02,2013-06-30,1586
1061219,revenue,Revenues,2017-11-02,2015-09-30,764
1061219,revenue,Revenues,2017-11-06,2015-09-30,768
1061219,revenue,Revenues,2017-11-14,2015-09-30,776
1061219,revenue,Revenues,2017-12-01,2015-09-30,793
1061219,revenue,Revenues,2018-01-31,2015-09-30,854
1061219,revenue,Revenues,2018-02-07,2015-09-30,861
1061219,revenue,Revenues,2018-02-15,2015-09-30,869
1061219,revenue,Revenues,2018-02-28,2015-09-30,882
1061219,revenue,Revenues,2018-03-06,2015-09-30,888
1061219,revenue,Revenues,2018-04-30,2015-09-30,943
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-05,2011-06-30,1863
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-15,2011-06-30,1873
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-04,2011-06-30,1954
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-12,2011-06-30,2023
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-17,2011-06-30,2028
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-27,2011-06-30,2069
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-08,2011-06-30,2078
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-05,2011-06-30,2136
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-09,2011-06-30,2140
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-04,2011-06-30,2227
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-03,2011-06-30,2318
1067983,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-10,2011-06-30,2386
1067983,liabilities,Liabilities,2022-05-02,2021-09-30,214
1067983,liabilities,Liabilities,2022-05-04,2021-09-30,216
1067983,liabilities,Liabilities,2022-08-08,2021-09-30,312
1067983,liabilities,Liabilities,2022-10-04,2021-09-30,369
1067983,liabilities,Liabilities,2022-11-07,2021-09-30,403
1067983,liabilities,Liabilities,2022-11-08,2021-09-30,404
1067983,liabilities,Liabilities,2022-12-08,2021-09-30,434
1067983,liabilities,Liabilities,2022-12-19,2021-09-30,445
1067983,liabilities,Liabilities,2023-02-27,2021-09-30,515
1067983,liabilities,Liabilities,2023-03-01,2021-09-30,517
1067983,liabilities,Liabilities,2023-04-20,2021-09-30,567
1067983,liabilities,Liabilities,2023-05-02,2021-09-30,579
1067983,liabilities,Liabilities,2023-05-08,2021-09-30,585
1067983,liabilities,Liabilities,2023-05-10,2021-09-30,587
1099590,revenue,Revenues,2022-08-03,2019-03-31,1221
1099590,revenue,Revenues,2022-08-04,2019-03-31,1222
1099590,revenue,Revenues,2022-08-05,2019-03-31,1223
1099590,revenue,Revenues,2022-11-03,2019-03-31,1313
1099590,revenue,Revenues,2022-11-04,2019-03-31,1314
1099590,revenue,Revenues,2023-02-23,2019-03-31,1425
1099590,revenue,Revenues,2023-02-24,2019-03-31,1426
1099590,revenue,Revenues,2023-05-03,2019-03-31,1494
1099590,revenue,Revenues,2023-05-04,2019-03-31,1495
1099590,revenue,Revenues,2023-05-08,2019-03-31,1499
1099590,revenue,Revenues,2023-06-12,2019-03-31,1534
1110803,equity,StockholdersEquity,2020-08-06,2019-12-29,221
1110803,equity,StockholdersEquity,2020-08-07,2019-12-29,222
1110803,equity,StockholdersEquity,2020-08-21,2019-12-29,236
1110803,equity,StockholdersEquity,2020-09-21,2019-12-29,267
1110803,equity,StockholdersEquity,2020-10-29,2019-12-29,305
1110803,equity,StockholdersEquity,2020-10-30,2019-12-29,306
1110803,equity,StockholdersEquity,2020-11-10,2019-12-29,317
1110803,equity,StockholdersEquity,2021-01-12,2019-12-29,380
1110803,equity,StockholdersEquity,2021-02-05,2019-12-29,404
1110803,equity,StockholdersEquity,2021-02-11,2019-12-29,410
1110803,equity,StockholdersEquity,2021-02-17,2019-12-29,416
1110803,equity,StockholdersEquity,2021-03-04,2019-12-29,431
1110803,equity,StockholdersEquity,2021-03-08,2019-12-29,435
1110803,equity,StockholdersEquity,2021-03-12,2019-12-29,439
1110803,equity,StockholdersEquity,2021-03-16,2019-12-29,443
1110803,equity,StockholdersEquity,2021-03-18,2019-12-29,445
1110803,equity,StockholdersEquity,2021-03-22,2019-12-29,449
1110803,equity,StockholdersEquity,2021-04-05,2019-12-29,463
1110803,equity,StockholdersEquity,2021-04-20,2019-12-29,478
1110803,equity,StockholdersEquity,2021-04-27,2019-12-29,485
1126975,eps_diluted,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,2021-10-20,2021-03-31,203
1126975,eps_diluted,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,2021-11-02,2021-03-31,216
1126975,eps_diluted,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,2022-01-31,2021-03-31,306
1126975,eps_diluted,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,2022-02-02,2021-03-31,308
1137789,equity,StockholdersEquity,2016-07-08,2015-07-03,371
1137789,equity,StockholdersEquity,2016-07-11,2015-07-03,374
1137789,equity,StockholdersEquity,2016-07-28,2015-07-03,391
1137789,equity,StockholdersEquity,2016-08-02,2015-07-03,396
1141391,revenue,Revenues,2016-07-14,2015-09-30,288
1141391,revenue,Revenues,2016-07-21,2015-09-30,295
1141391,revenue,Revenues,2016-07-28,2015-09-30,302
1141391,revenue,Revenues,2016-09-29,2015-09-30,365
1141391,revenue,Revenues,2016-10-28,2015-09-30,394
1141391,revenue,Revenues,2016-11-21,2015-09-30,418
1141391,revenue,Revenues,2017-01-31,2015-09-30,489
1141391,revenue,Revenues,2017-02-09,2015-09-30,498
1141391,revenue,Revenues,2017-02-15,2015-09-30,504
1141391,revenue,Revenues,2017-03-24,2015-09-30,541
1141391,revenue,Revenues,2017-04-28,2015-09-30,576
1141391,revenue,Revenues,2017-05-02,2015-09-30,580
1141391,revenue,Revenues,2017-06-27,2015-09-30,636
1141391,revenue,Revenues,2017-07-27,2015-09-30,666
1141391,revenue,Revenues,2017-09-07,2015-09-30,708
1141391,revenue,Revenues,2017-10-10,2015-09-30,741
1141391,revenue,Revenues,2017-10-31,2015-09-30,762
1141391,revenue,Revenues,2018-02-01,2015-09-30,855
1141391,revenue,Revenues,2018-02-14,2015-09-30,868
1141391,revenue,Revenues,2018-02-26,2015-09-30,880
1141391,revenue,Revenues,2018-04-02,2015-09-30,915
1141391,revenue,Revenues,2018-04-05,2015-09-30,918
1141391,revenue,Revenues,2018-05-02,2015-09-30,945
1141391,revenue,Revenues,2018-06-26,2015-09-30,1000
1141391,revenue,Revenues,2018-06-28,2015-09-30,1002
1141391,revenue,Revenues,2018-07-26,2015-09-30,1030
1141391,revenue,Revenues,2018-09-18,2015-09-30,1084
1156375,net_income,NetIncomeLoss,2018-07-26,2017-12-31,207
1156375,net_income,NetIncomeLoss,2018-08-01,2017-12-31,213
1156375,net_income,NetIncomeLoss,2018-10-25,2017-12-31,298
1156375,net_income,NetIncomeLoss,2018-11-02,2017-12-31,306
1156375,net_income,NetIncomeLoss,2018-11-07,2017-12-31,311
1156375,net_income,NetIncomeLoss,2018-11-08,2017-12-31,312
1156375,net_income,NetIncomeLoss,2018-12-06,2017-12-31,340
1156375,net_income,NetIncomeLoss,2019-02-14,2017-12-31,410
1156375,net_income,NetIncomeLoss,2023-07-26,2022-12-31,207
1156375,net_income,NetIncomeLoss,2023-08-02,2022-12-31,214
1156375,net_income,NetIncomeLoss,2023-09-21,2022-12-31,264
1156375,net_income,NetIncomeLoss,2023-10-25,2022-12-31,298
1156375,net_income,NetIncomeLoss,2023-11-01,2022-12-31,305
1156375,net_income,NetIncomeLoss,2023-11-13,2022-12-31,317
1156375,net_income,NetIncomeLoss,2023-11-29,2022-12-31,333
1156375,net_income,NetIncomeLoss,2023-12-06,2022-12-31,340
1156375,net_income,NetIncomeLoss,2024-02-14,2022-12-31,410
1156375,net_income,NetIncomeLoss,2024-07-24,2023-12-31,206
1156375,net_income,NetIncomeLoss,2024-08-05,2023-12-31,218
1156375,net_income,NetIncomeLoss,2024-10-23,2023-12-31,297
1156375,net_income,NetIncomeLoss,2024-11-07,2023-12-31,312
1156375,net_income,NetIncomeLoss,2024-11-08,2023-12-31,313
1156375,net_income,NetIncomeLoss,2024-12-05,2023-12-31,340
1156375,net_income,NetIncomeLoss,2024-12-11,2023-12-31,346
1156375,net_income,NetIncomeLoss,2025-02-12,2023-12-31,409
1156375,net_income,NetIncomeLoss,2025-07-23,2024-12-31,204
1156375,net_income,NetIncomeLoss,2025-07-25,2024-12-31,206
1156375,net_income,NetIncomeLoss,2025-09-11,2024-12-31,254
1156375,net_income,NetIncomeLoss,2025-10-22,2024-12-31,295
1156375,net_income,NetIncomeLoss,2025-10-24,2024-12-31,297
1156375,net_income,NetIncomeLoss,2026-02-02,2024-12-31,398
1156375,net_income,NetIncomeLoss,2026-02-04,2024-12-31,400
1156375,net_income,NetIncomeLoss,2026-07-22,2025-12-31,203
1163165,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-27,2016-12-31,208
1163165,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-01,2016-12-31,213
1163165,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-06,2016-12-31,279
1163165,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-26,2016-12-31,299
1163165,eps_diluted,EarningsPerShareDiluted,2019-04-30,2018-09-30,212
1163165,eps_diluted,EarningsPerShareDiluted,2020-04-30,2019-09-30,213
1163165,eps_diluted,EarningsPerShareDiluted,2021-05-04,2020-09-30,216
1163165,equity,StockholdersEquity,2021-11-02,2021-03-31,216
1163165,equity,StockholdersEquity,2021-11-04,2021-03-31,218
1163165,equity,StockholdersEquity,2021-12-02,2021-03-31,246
1163165,equity,StockholdersEquity,2022-02-03,2021-03-31,309
1163165,equity,StockholdersEquity,2022-02-17,2021-03-31,323
1163165,equity,StockholdersEquity,2022-02-22,2021-03-31,328
1163165,equity,StockholdersEquity,2022-03-08,2021-03-31,342
1163165,equity,StockholdersEquity,2022-03-14,2021-03-31,348
1163165,equity,StockholdersEquity,2022-03-22,2021-03-31,356
1163165,equity,StockholdersEquity,2022-05-02,2021-03-31,397
1222333,net_income,ProfitLoss,2017-08-04,2014-09-30,1039
1222333,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-04,2014-12-31,947
1222333,net_income,ProfitLoss,2017-09-11,2014-09-30,1077
1222333,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-11,2014-12-31,985
1222333,net_income,ProfitLoss,2017-10-23,2014-09-30,1119
1222333,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-23,2014-12-31,1027
1222333,net_income,ProfitLoss,2017-11-28,2014-09-30,1155
1222333,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-28,2014-12-31,1063
1222333,net_income,ProfitLoss,2018-02-06,2014-09-30,1225
1222333,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-06,2014-12-31,1133
1222333,net_income,ProfitLoss,2018-03-05,2014-09-30,1252
1222333,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-05,2014-12-31,1160
