cik,family,tag,as_of,period_end,days_stale
4447,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-26,2016-12-31,207
4447,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-03,2016-12-31,215
4447,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-25,2016-12-31,298
4447,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-07,2016-12-31,311
4447,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-08,2016-12-31,342
4447,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-22,2016-12-31,356
4447,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-05,2016-12-31,401
6769,eps_diluted,EarningsPerShareDiluted,2017-05-04,2016-09-30,216
6951,revenue,Revenues,2016-07-25,2011-07-31,1821
6951,revenue,Revenues,2016-08-18,2011-07-31,1845
6951,revenue,Revenues,2016-08-25,2011-07-31,1852
6951,revenue,Revenues,2016-09-20,2011-07-31,1878
6951,revenue,Revenues,2016-11-17,2011-07-31,1936
6951,revenue,Revenues,2016-12-15,2011-07-31,1964
6951,revenue,Revenues,2017-02-15,2011-07-31,2026
6951,revenue,Revenues,2017-02-23,2011-07-31,2034
6951,revenue,Revenues,2017-03-10,2011-07-31,2049
6951,revenue,Revenues,2017-03-30,2011-07-31,2069
6951,revenue,Revenues,2017-03-31,2011-07-31,2070
6951,revenue,Revenues,2017-04-03,2011-07-31,2073
6951,revenue,Revenues,2017-05-18,2011-07-31,2118
6951,revenue,Revenues,2017-05-25,2011-07-31,2125
6951,revenue,Revenues,2017-07-25,2011-07-31,2186
6951,revenue,Revenues,2017-08-17,2011-07-31,2209
6951,revenue,Revenues,2017-08-24,2011-07-31,2216
6951,revenue,Revenues,2017-09-05,2011-07-31,2228
6951,revenue,Revenues,2017-11-16,2011-07-31,2300
6951,revenue,Revenues,2017-12-15,2011-07-31,2329
6951,revenue,Revenues,2018-01-23,2011-07-31,2368
6951,revenue,Revenues,2018-02-14,2011-07-31,2390
6951,revenue,Revenues,2018-02-22,2011-07-31,2398
6951,revenue,Revenues,2018-03-09,2011-07-31,2413
6951,revenue,Revenues,2018-05-17,2011-07-31,2482
6951,revenue,Revenues,2018-05-24,2011-07-31,2489
6951,revenue,Revenues,2018-08-16,2011-07-31,2573
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-25,2017-12-31,206
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-26,2017-12-31,207
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-31,2017-12-31,243
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-18,2017-12-31,291
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-30,2017-12-31,303
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-12-06,2017-12-31,340
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-01-08,2017-12-31,373
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-02-14,2017-12-31,410
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-07-23,2018-12-31,204
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-07-25,2018-12-31,206
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-09-09,2018-12-31,252
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-09-20,2018-12-31,263
21344,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-10-18,2018-12-31,291
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-29,2013-06-30,1125
34088,revenue,Revenues,2016-07-29,2015-12-31,211
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-03,2013-06-30,1130
34088,revenue,Revenues,2016-08-03,2015-12-31,216
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-28,2013-06-30,1216
34088,revenue,Revenues,2016-10-28,2015-12-31,302
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-01,2013-06-30,1220
34088,revenue,Revenues,2016-11-01,2015-12-31,306
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-03,2013-06-30,1222
34088,revenue,Revenues,2016-11-03,2015-12-31,308
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-06,2013-06-30,1255
34088,revenue,Revenues,2016-12-06,2015-12-31,341
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-16,2013-06-30,1265
34088,revenue,Revenues,2016-12-16,2015-12-31,351
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-04,2013-06-30,1284
34088,revenue,Revenues,2017-01-04,2015-12-31,370
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-17,2013-06-30,1297
34088,revenue,Revenues,2017-01-17,2015-12-31,383
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-26,2013-06-30,1306
34088,revenue,Revenues,2017-01-26,2015-12-31,392
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-31,2013-06-30,1311
34088,revenue,Revenues,2017-01-31,2015-12-31,397
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-22,2013-06-30,1333
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-23,2013-06-30,1334
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-07,2013-06-30,1346
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-27,2013-06-30,1366
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-28,2013-06-30,1398
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-03,2013-06-30,1403
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-06,2013-06-30,1437
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-28,2013-06-30,1489
34088,revenue,Revenues,2017-07-28,2016-12-31,209
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-02,2013-06-30,1494
34088,revenue,Revenues,2017-08-02,2016-12-31,214
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-27,2013-06-30,1580
34088,revenue,Revenues,2017-10-27,2016-12-31,300
34088,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-31,2013-06-30,1584
34088,revenue,Revenues,2017-10-31,2016-12-31,304
34088,revenue,Revenues,2017-11-01,2016-12-31,305
34088,revenue,Revenues,2017-12-01,2016-12-31,335
34088,revenue,Revenues,2017-12-11,2016-12-31,345
34088,revenue,Revenues,2017-12-27,2016-12-31,361
34088,revenue,Revenues,2018-01-19,2016-12-31,384
34088,revenue,Revenues,2018-02-02,2016-12-31,398
34088,revenue,Revenues,2018-02-09,2016-12-31,405
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-15,2013-03-31,1202
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-22,2013-03-31,1209
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-29,2013-03-31,1216
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-05,2013-03-31,1223
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-23,2013-03-31,1241
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-15,2013-03-31,1264
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-14,2013-03-31,1293
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-19,2013-03-31,1298
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-28,2013-03-31,1307
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-04,2013-03-31,1314
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-07,2013-03-31,1347
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-17,2013-03-31,1388
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-18,2013-03-31,1389
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-24,2013-03-31,1395
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-07,2013-03-31,1409
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-13,2013-03-31,1415
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-23,2013-03-31,1425
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-03,2013-03-31,1433
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-19,2013-03-31,1480
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-20,2013-03-31,1481
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-21,2013-03-31,1482
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-27,2013-03-31,1488
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-05,2013-03-31,1496
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-15,2013-03-31,1506
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-07,2013-03-31,1529
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-28,2013-03-31,1550
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-19,2013-03-31,1571
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-04,2013-03-31,1587
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-22,2013-03-31,1605
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-13,2013-03-31,1627
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-17,2013-03-31,1661
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-18,2013-03-31,1662
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-03,2013-03-31,1678
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-14,2013-03-31,1689
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-05,2013-03-31,1710
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-13,2013-03-31,1718
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-16,2013-03-31,1752
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-17,2013-03-31,1753
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-13,2013-03-31,1780
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-15,2013-03-31,1782
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-22,2013-03-31,1789
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-06,2013-03-31,1801
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-18,2013-03-31,1844
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-19,2013-03-31,1845
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-26,2013-03-31,1852
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-03,2013-03-31,1859
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-04,2013-03-31,1860
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-29,2013-03-31,1885
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-18,2013-03-31,1905
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-28,2013-03-31,1915
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-17,2013-03-31,1934
36104,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-18,2013-03-31,1935
45012,eps_diluted,EarningsPerShareBasicAndDiluted,2017-10-23,2017-03-31,206
45012,eps_diluted,EarningsPerShareDiluted,2023-04-25,2022-09-30,207
45012,eps_diluted,EarningsPerShareDiluted,2024-04-23,2023-09-30,206
45012,eps_diluted,EarningsPerShareDiluted,2025-04-22,2024-09-30,204
45012,eps_diluted,EarningsPerShareDiluted,2026-04-21,2025-09-30,203
47217,equity,StockholdersEquity,2018-02-22,2017-07-31,206
47217,equity,StockholdersEquity,2019-02-27,2018-07-31,211
47217,equity,StockholdersEquity,2020-02-20,2019-07-31,204
47217,equity,StockholdersEquity,2020-02-24,2019-07-31,208
47217,equity,StockholdersEquity,2020-02-27,2019-07-31,211
51143,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-18,2011-06-30,1845
51143,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-19,2011-06-30,1846
59478,cash,CashAndCashEquivalentsAtCarryingValue,2020-01-30,2019-06-30,214
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-17,2013-11-01,1020
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-02,2013-11-01,1036
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-02,2013-11-01,1097
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-16,2013-11-01,1111
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-28,2013-11-01,1123
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-29,2013-11-01,1124
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-17,2013-11-01,1173
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-01,2013-11-01,1216
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-04,2013-11-01,1250
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-19,2013-11-01,1265
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-24,2013-11-01,1270
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-03,2013-11-01,1279
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-24,2013-11-01,1300
60667,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-06,2013-11-01,1313
64803,liabilities,Liabilities,2016-08-02,2009-09-30,2498
64803,net_income,NetIncomeLoss,2016-08-02,2011-06-30,1860
64803,liabilities,Liabilities,2016-11-08,2009-09-30,2596
64803,net_income,NetIncomeLoss,2016-11-08,2011-06-30,1958
64803,liabilities,Liabilities,2016-12-15,2009-09-30,2633
64803,net_income,NetIncomeLoss,2016-12-15,2011-06-30,1995
64803,liabilities,Liabilities,2017-02-09,2009-09-30,2689
64803,liabilities,Liabilities,2017-03-02,2009-09-30,2710
64803,liabilities,Liabilities,2017-05-02,2009-09-30,2771
64803,liabilities,Liabilities,2017-05-12,2009-09-30,2781
64803,liabilities,Liabilities,2017-08-08,2009-09-30,2869
64803,liabilities,Liabilities,2017-11-06,2009-09-30,2959
64803,liabilities,Liabilities,2017-12-04,2009-09-30,2987
64803,liabilities,Liabilities,2017-12-05,2009-09-30,2988
64803,liabilities,Liabilities,2017-12-19,2009-09-30,3002
64803,liabilities,Liabilities,2018-01-04,2009-09-30,3018
64803,liabilities,Liabilities,2018-02-01,2009-09-30,3046
64803,liabilities,Liabilities,2018-02-06,2009-09-30,3051
64803,liabilities,Liabilities,2018-02-08,2009-09-30,3053
64803,liabilities,Liabilities,2018-02-09,2009-09-30,3054
64803,liabilities,Liabilities,2018-02-14,2009-09-30,3059
64803,liabilities,Liabilities,2018-02-28,2009-09-30,3073
64803,liabilities,Liabilities,2018-03-06,2009-09-30,3079
64803,liabilities,Liabilities,2018-03-08,2009-09-30,3081
64803,liabilities,Liabilities,2018-03-12,2009-09-30,3085
64803,liabilities,Liabilities,2018-03-13,2009-09-30,3086
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-26,2011-06-30,1853
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-02,2011-06-30,1860
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-19,2011-06-30,1908
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-25,2011-06-30,1944
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-01,2011-06-30,1951
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-15,2011-06-30,1965
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-17,2011-06-30,1967
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-13,2011-06-30,1993
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-24,2011-06-30,2035
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-09,2011-06-30,2051
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-09,2011-06-30,2079
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-25,2011-06-30,2126
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-03,2011-06-30,2134
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-04,2011-06-30,2135
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-05,2011-06-30,2136
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-10,2011-06-30,2141
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-20,2011-06-30,2182
66740,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-25,2011-06-30,2217
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-04-28,2019-09-30,211
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-05-13,2019-09-30,226
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-05-14,2019-09-30,227
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-06-03,2019-09-30,247
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-06-15,2019-09-30,259
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-07-28,2019-09-30,302
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-08-13,2019-09-30,318
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-08-18,2019-09-30,323
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-08-20,2019-09-30,325
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-09-15,2019-09-30,351
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-10-27,2019-09-30,393
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-11-13,2019-09-30,410
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-11-17,2019-09-30,414
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-12-03,2019-09-30,430
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2020-12-14,2019-09-30,441
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-01-26,2019-09-30,484
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-02-03,2019-09-30,492
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-02-04,2019-09-30,493
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-02-09,2019-09-30,498
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-03-22,2019-09-30,539
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-04-27,2019-09-30,575
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-05-13,2019-09-30,591
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-07-27,2019-09-30,666
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-08-02,2019-09-30,672
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-08-09,2019-09-30,679
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-10-21,2019-09-30,752
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-10-26,2019-09-30,757
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-11-01,2019-09-30,763
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-11-12,2019-09-30,774
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-11-15,2019-09-30,777
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-11-23,2019-09-30,785
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-12-14,2019-09-30,806
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2021-12-16,2019-09-30,808
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-01-25,2019-09-30,848
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-02-09,2019-09-30,863
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-02-11,2019-09-30,865
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-02-14,2019-09-30,868
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-03-30,2019-09-30,912
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-04-26,2019-09-30,939
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-05-12,2019-09-30,955
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-05-24,2019-09-30,967
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-06-10,2019-09-30,984
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-07-06,2019-09-30,1010
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-07-26,2019-09-30,1030
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-07-27,2019-09-30,1031
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-08-04,2019-09-30,1039
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-08-12,2019-09-30,1047
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-08-29,2019-09-30,1064
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-08-30,2019-09-30,1065
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-09-01,2019-09-30,1067
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-09-06,2019-09-30,1072
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-10-25,2019-09-30,1121
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-11-14,2019-09-30,1141
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2022-12-20,2019-09-30,1177
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2023-01-24,2019-09-30,1212
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2023-02-08,2019-09-30,1227
66740,cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2023-02-21,2019-09-30,1240
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-12,2014-03-31,834
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-18,2014-03-31,840
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-01,2014-03-31,854
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-15,2014-03-31,868
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-23,2014-03-31,907
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-04,2014-03-31,918
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-17,2014-03-31,931
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-01,2014-03-31,946
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-13,2014-03-31,1019
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-17,2014-03-31,1054
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-23,2014-03-31,1060
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-18,2014-03-31,1114
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-19,2014-03-31,1115
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-26,2014-03-31,1122
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-02,2014-03-31,1128
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-28,2014-03-31,1185
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-18,2014-03-31,1205
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-31,2014-03-31,1218
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-13,2014-03-31,1292
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-30,2014-03-31,1309
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-04,2014-03-31,1344
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-05,2014-03-31,1345
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-14,2014-03-31,1354
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-20,2014-03-31,1360
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-22,2014-03-31,1362
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-17,2014-03-31,1388
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-09,2014-03-31,1411
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-22,2014-03-31,1424
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-15,2014-03-31,1445
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-16,2014-03-31,1477
70858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-25,2014-03-31,1486
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-06,2014-03-31,828
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-07,2014-03-31,829
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-11,2014-03-31,833
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-12,2014-03-31,834
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-15,2014-03-31,837
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-25,2014-03-31,847
