cik,company_name,sector,stratum,form,section_type,n_attempt,n_ok,n_flagged,n_item_absent_from_toc,n_fail,fail_rate,flag_rate,n_pre2019,fail_rate_pre2019,fail_rate_2019plus,top_reason_code,n_low_confidence,median_words
1321655,Palantir Technologies Inc.,tech,core,10-K,MDA,6,6,0,0,0,0.0,0.0,0,,0.0,ok,0,8647.5
1321655,Palantir Technologies Inc.,tech,core,10-K,RISK_FACTORS,6,6,0,0,0,0.0,0.0,0,,0.0,ok,0,44018.0
1640147,Snowflake Inc.,tech,core,10-K,MDA,6,6,0,0,0,0.0,0.0,0,,0.0,ok,0,11912.0
1640147,Snowflake Inc.,tech,core,10-K,RISK_FACTORS,6,6,0,0,0,0.0,0.0,0,,0.0,ok,0,18275.5
790070,EMC CORP,tech,core,8-K,EX99_PRESS_RELEASE,6,4,2,0,0,0.0,0.3333,6,0.0,,earnings_population_gate,0,6636.5
1271024,LINKEDIN CORP,tech,core,8-K,EX99_PRESS_RELEASE,6,6,0,0,0,0.0,0.0,6,0.0,,ok,0,6248.5
1633917,"PayPal Holdings, Inc.",financials,core,8-K,8K_BODY,6,0,6,0,0,0.0,1.0,1,0.0,0.0,earnings_population_gate,0,505.5
1782754,AZEK Co Inc.,consumer,core,10-K,MDA,5,5,0,0,0,0.0,0.0,0,,0.0,ok,0,15701.0
1782754,AZEK Co Inc.,consumer,core,10-K,RISK_FACTORS,5,5,0,0,0,0.0,0.0,0,,0.0,ok,0,17277.0
1047122,RAYTHEON CO/,industrials,extension,10-K,MDA,5,5,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,30732.0
1047122,RAYTHEON CO/,industrials,extension,10-K,RISK_FACTORS,5,5,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7452.0
1578845,Allergan plc,healthcare,core,10-K,MDA,5,5,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,23653.0
1578845,Allergan plc,healthcare,core,10-K,RISK_FACTORS,5,5,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,19378.0
1868275,Constellation Energy Corp,utilities,extension,10-K,MDA,5,5,0,0,0,0.0,0.0,0,,0.0,ok,0,15357.0
1868275,Constellation Energy Corp,utilities,extension,10-K,RISK_FACTORS,5,5,0,0,0,0.0,0.0,0,,0.0,ok,0,10709.0
1271024,LINKEDIN CORP,tech,core,10-Q,MDA,5,5,0,0,0,0.0,0.0,5,0.0,,ok,0,8077.0
1271024,LINKEDIN CORP,tech,core,10-Q,RISK_FACTORS,5,5,0,0,0,0.0,0.0,5,0.0,,ok,0,17366.0
1373835,Spectra Energy Corp.,energy,core,10-Q,MDA,5,5,0,0,0,0.0,0.0,5,0.0,,ok,0,6315.0
1373835,Spectra Energy Corp.,energy,core,10-Q,RISK_FACTORS,5,5,0,0,0,0.0,0.0,5,0.0,,ok,0,66.0
875045,BIOGEN INC.,healthcare,core,8-K,8K_BODY,5,0,5,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,689.0
773910,ANADARKO PETROLEUM CORP,energy,core,10-K,MDA,4,4,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13893.0
773910,ANADARKO PETROLEUM CORP,energy,core,10-K,RISK_FACTORS,4,4,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9633.5
816284,CELGENE CORP /DE/,healthcare,core,10-K,MDA,4,0,4,0,0,0.0,1.0,3,0.0,0.0,head_keyword_absent,0,3483.0
816284,CELGENE CORP /DE/,healthcare,core,10-K,RISK_FACTORS,4,4,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8427.0
1001039,TWDC Enterprises 18 Corp.,consumer,core,10-K,MDA,4,4,0,0,0,0.0,0.0,4,0.0,,ok,0,14886.5
1001039,TWDC Enterprises 18 Corp.,consumer,core,10-K,RISK_FACTORS,4,4,0,0,0,0.0,0.0,4,0.0,,ok,0,4061.5
790070,EMC CORP,tech,core,10-Q,MDA,4,4,0,0,0,0.0,0.0,4,0.0,,ok,0,12199.0
790070,EMC CORP,tech,core,10-Q,RISK_FACTORS,4,4,0,0,0,0.0,0.0,4,0.0,,ok,0,7602.5
1137774,PRUDENTIAL FINANCIAL INC,financials,core,8-K,8K_BODY,4,0,4,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,864.0
1510295,Marathon Petroleum Corp,energy,core,8-K,8K_BODY,4,0,4,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,459.5
884905,LINDE INC,materials_realestate,extension,10-K,MDA,3,3,0,0,0,0.0,0.0,3,0.0,,ok,0,16715.0
884905,LINDE INC,materials_realestate,extension,10-K,RISK_FACTORS,3,3,0,0,0,0.0,0.0,3,0.0,,ok,0,3221.0
936402,Shire plc,healthcare,core,10-K,MDA,3,2,1,0,0,0.0,0.3333,3,0.0,,heading_regex_fallback,1,13592.0
936402,Shire plc,healthcare,core,10-K,RISK_FACTORS,3,2,1,0,0,0.0,0.3333,3,0.0,,heading_regex_fallback,1,11098.0
701221,Cigna Holding Co,healthcare,core,10-K,MDA,3,3,0,0,0,0.0,0.0,3,0.0,,ok,0,14898.0
701221,Cigna Holding Co,healthcare,core,10-K,RISK_FACTORS,3,3,0,0,0,0.0,0.0,3,0.0,,ok,0,9561.0
1122304,AETNA INC /PA/,healthcare,core,10-K,MDA,3,2,1,0,0,0.0,0.3333,3,0.0,,mda_stub_external_document,1,25786.0
1122304,AETNA INC /PA/,healthcare,core,10-K,RISK_FACTORS,3,2,1,0,0,0.0,0.3333,3,0.0,,below_length_floor,1,23241.0
1105705,"WARNER MEDIA, LLC",consumer,core,10-K,MDA,3,0,3,0,0,0.0,1.0,3,0.0,,mda_stub_unresolved_same_doc,2,46.0
1105705,"WARNER MEDIA, LLC",consumer,core,10-K,RISK_FACTORS,3,0,3,0,0,0.0,1.0,3,0.0,,heading_regex_fallback,3,7387.0
1483096,WILLIAMS PARTNERS L.P.,energy,core,10-K,MDA,3,3,0,0,0,0.0,0.0,3,0.0,,ok,0,16768.0
1483096,WILLIAMS PARTNERS L.P.,energy,core,10-K,RISK_FACTORS,3,2,1,0,0,0.0,0.3333,3,0.0,,toc_recovered_f1,1,16550.0
1532063,Express Scripts Holding Co.,consumer,core,10-K,MDA,3,3,0,0,0,0.0,0.0,3,0.0,,ok,0,8688.0
1532063,Express Scripts Holding Co.,consumer,core,10-K,RISK_FACTORS,3,3,0,0,0,0.0,0.0,3,0.0,,ok,0,5871.0
849395,CRH PUBLIC LTD CO,materials_realestate,extension,10-K,MDA,3,3,0,0,0,0.0,0.0,0,,0.0,ok,0,12714.0
849395,CRH PUBLIC LTD CO,materials_realestate,extension,10-K,RISK_FACTORS,3,3,0,0,0,0.0,0.0,0,,0.0,ok,0,6988.0
32604,EMERSON ELECTRIC CO,industrials,extension,8-K,8K_BODY,3,0,3,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,1730.0
49071,HUMANA INC,healthcare,core,8-K,8K_BODY,3,0,3,0,0,0.0,1.0,2,0.0,0.0,earnings_item202_block_thin,0,535.0
797468,OCCIDENTAL PETROLEUM CORP /DE/,energy,core,8-K,8K_BODY,3,0,3,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,1307.0
1156039,"Elevance Health, Inc.",healthcare,core,8-K,8K_BODY,3,0,3,0,0,0.0,1.0,2,0.0,0.0,earnings_population_gate,0,1237.0
1543151,"Uber Technologies, Inc",financials,core,8-K,8K_BODY,3,0,3,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,686.0
1012569,"Energy Transfer, LP",energy,core,10-K,MDA,2,2,0,0,0,0.0,0.0,2,0.0,,ok,0,26384.0
1012569,"Energy Transfer, LP",energy,core,10-K,RISK_FACTORS,2,2,0,0,0,0.0,0.0,2,0.0,,ok,0,26582.5
1373835,Spectra Energy Corp.,energy,core,10-K,MDA,2,2,0,0,0,0.0,0.0,2,0.0,,ok,0,17672.0
1373835,Spectra Energy Corp.,energy,core,10-K,RISK_FACTORS,2,2,0,0,0,0.0,0.0,2,0.0,,ok,0,4150.5
1996810,GE Vernova Inc.,industrials,extension,10-K,MDA,2,2,0,0,0,0.0,0.0,0,,0.0,ok,0,11761.0
1996810,GE Vernova Inc.,industrials,extension,10-K,RISK_FACTORS,2,2,0,0,0,0.0,0.0,0,,0.0,ok,0,18195.5
64803,CVS HEALTH Corp,consumer,core,8-K,8K_BODY,2,0,2,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,1575.5
93410,CHEVRON CORP,energy,core,8-K,8K_BODY,2,0,2,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,1498.5
701221,Cigna Holding Co,healthcare,core,8-K,8K_BODY,2,0,2,0,0,0.0,1.0,2,0.0,,earnings_item202_block_thin,0,1326.0
1035002,VALERO ENERGY CORP/TX,energy,core,8-K,8K_BODY,2,0,2,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,2273.0
1110803,"ILLUMINA, INC.",healthcare,core,8-K,8K_BODY,2,0,2,0,0,0.0,1.0,2,0.0,,below_length_floor,0,454.0
1578845,Allergan plc,healthcare,core,8-K,8K_BODY,2,0,2,0,0,0.0,1.0,2,0.0,,earnings_item202_block_thin,0,417.0
1467858,General Motors Co,consumer,core,8-K,8K_BODY,2,0,2,0,0,0.0,1.0,0,,0.0,below_length_floor,0,696.5
1596532,"Arista Networks, Inc.",tech,core,8-K,8K_BODY,2,0,2,0,0,0.0,1.0,1,0.0,0.0,below_length_floor,0,422.0
790070,EMC CORP,tech,core,10-K,MDA,1,1,0,0,0,0.0,0.0,1,0.0,,ok,0,15763.0
790070,EMC CORP,tech,core,10-K,RISK_FACTORS,1,1,0,0,0,0.0,0.0,1,0.0,,ok,0,7667.0
1271024,LINKEDIN CORP,tech,core,10-K,MDA,1,1,0,0,0,0.0,0.0,1,0.0,,ok,0,14250.0
1271024,LINKEDIN CORP,tech,core,10-K,RISK_FACTORS,1,1,0,0,0,0.0,0.0,1,0.0,,ok,0,16658.0
59478,ELI LILLY & Co,healthcare,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,512.0
70858,BANK OF AMERICA CORP /DE/,financials,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,665.0
72903,XCEL ENERGY INC,utilities,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,1,0.0,,earnings_item202_block_thin,0,1419.0
72971,WELLS FARGO & COMPANY/MN,financials,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,1,0.0,,below_length_floor,0,450.0
78003,PFIZER INC,healthcare,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,823.0
92122,SOUTHERN CO,utilities,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,1740.0
97745,THERMO FISHER SCIENTIFIC INC.,industrials,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,629.0
100885,UNION PACIFIC CORP,industrials,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,below_length_floor,0,354.0
313616,DANAHER CORP /DE/,industrials,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,730.0
753308,NEXTERA ENERGY INC,utilities,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,1952.0
773840,HONEYWELL INTERNATIONAL INC,industrials,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,3528.0
885725,BOSTON SCIENTIFIC CORP,healthcare,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,580.0
886982,GOLDMAN SACHS GROUP INC,financials,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,2225.0
1051470,CROWN CASTLE INC.,materials_realestate,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,511.0
1163165,CONOCOPHILLIPS,energy,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,1,0.0,,earnings_item202_block_thin,0,685.0
726728,REALTY INCOME CORP,materials_realestate,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,1526.0
882095,"GILEAD SCIENCES, INC.",healthcare,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,below_length_floor,0,495.0
1571949,"Intercontinental Exchange, Inc.",financials,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,below_length_floor,0,301.0
1404912,KKR & Co. Inc.,financials,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,1853.0
1390777,Bank of New York Mellon Corp,financials,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,1,0.0,,below_length_floor,0,438.0
1099219,METLIFE INC,financials,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,1,0.0,,below_length_floor,0,107.0
97476,TEXAS INSTRUMENTS INC,tech,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,1,0.0,,below_length_floor,0,215.0
849399,Gen Digital Inc.,tech,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,1,0.0,,below_length_floor,0,319.0
766704,WELLTOWER INC.,materials_realestate,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,694.0
106040,WESTERN DIGITAL CORP,tech,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,1030.0
1373715,"ServiceNow, Inc.",tech,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,1,0.0,,below_length_floor,0,199.0
1552000,MPLX LP,energy,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,below_length_floor,0,415.0
1564408,Snap Inc,tech,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,below_length_floor,0,302.0
715957,"DOMINION ENERGY, INC",utilities,extension,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,562.0
1637459,Kraft Heinz Co,consumer,core,8-K,8K_BODY,1,0,1,0,0,0.0,1.0,0,,0.0,earnings_item202_block_thin,0,4258.0
