cik,name,instant,filed,val,accn,form,reason
1581068,Brixmor Property Group Inc.,2013-06-30,2014-05-27,0.0,0001581068-14-000038,8-K,zero_or_negative
1584751,Talis Biomedical Corp,2021-06-30,2022-03-15,181704426000.0,0000950170-22-003779,10-K,neighbour_jump
1585521,"Zoom Communications, Inc.",2019-07-31,2020-03-20,3600000000000000.0,0001585521-20-000095,10-K,above_ceiling
1591698,Paylocity Holding Corp,2014-06-30,2014-08-22,0.0,0001104659-14-062738,10-K,zero_or_negative
1596783,"Catalent, Inc.",2014-06-30,2014-09-08,0.0,0001596783-14-000008,10-K,zero_or_negative
1597553,"Sage Therapeutics, Inc.",2014-06-30,2015-03-06,0.0,0001193125-15-081090,10-K,zero_or_negative
1601712,Synchrony Financial,2014-06-30,2015-02-23,0.0,0001601712-15-000007,10-K,zero_or_negative
1611647,"Freshpet, Inc.",2014-06-30,2015-03-31,0.0,0001564590-15-002285,10-K,zero_or_negative
1611983,Liberty Broadband Corp,2014-06-30,2015-03-12,0.0,0001558370-15-000333,10-K,zero_or_negative
1616314,"MedEquities Realty Trust, Inc.",2016-06-30,2017-02-27,0.0,0001564590-17-002572,10-K,zero_or_negative
1627223,Chemours Co,2015-06-30,2016-02-25,0.0,0001627223-16-000066,10-K,zero_or_negative
1633917,"PayPal Holdings, Inc.",2015-06-30,2016-02-11,0.0,0001633917-16-000113,10-K,zero_or_negative
1633978,Lumentum Holdings Inc.,2014-12-27,2015-09-25,0.0,0001628280-15-007281,10-K,zero_or_negative
1633978,Lumentum Holdings Inc.,2014-12-27,2015-09-29,0.0,0001628280-15-007381,10-K/A,zero_or_negative
1637459,Kraft Heinz Co,2015-06-26,2016-03-03,0.0,0001637459-16-000100,10-K,zero_or_negative
1639300,"Ollie's Bargain Outlet Holdings, Inc.",2015-05-02,2016-04-11,0.0,0001193125-16-536766,10-K,zero_or_negative
1645113,NovoCure Ltd,2015-06-30,2016-03-01,0.0,0001564590-16-013777,10-K,zero_or_negative
1645590,Hewlett Packard Enterprise Co,2015-04-30,2015-12-17,0.0,0001047469-15-009279,10-K,zero_or_negative
1646972,"Albertsons Companies, Inc.",2017-09-09,2018-05-11,0.0,0001646972-18-000017,10-K,zero_or_negative
1646972,"Albertsons Companies, Inc.",2018-09-08,2019-04-24,0.0,0001646972-19-000036,10-K,zero_or_negative
1646972,"Albertsons Companies, Inc.",2018-09-08,2020-05-13,0.0,0001646972-20-000022,10-K,zero_or_negative
1646972,"Albertsons Companies, Inc.",2018-09-08,2020-08-07,0.0,0001646972-20-000038,10-K/A,zero_or_negative
1647088,WillScot Holdings Corp,2015-06-30,2016-03-30,0.0,0001144204-16-091401,10-K,zero_or_negative
1652044,Alphabet Inc.,2015-06-30,2016-02-11,0.0,0001652044-16-000012,10-K,zero_or_negative
1652044,Alphabet Inc.,2015-06-30,2016-05-03,0.0,0001652044-16-000022,8-K,zero_or_negative
1666700,"DuPont de Nemours, Inc.",2019-06-30,2020-02-14,56.1,0001666700-20-000006,10-K,below_floor
1668397,"Medpace Holdings, Inc.",2016-06-30,2017-02-28,0.0,0001564590-17-002839,10-K,zero_or_negative
1669162,"Kinsale Capital Group, Inc.",2016-06-30,2017-03-16,0.0,0001669162-17-000006,10-K,zero_or_negative
1671933,"Trade Desk, Inc.",2016-06-30,2017-02-16,0.0,0001193125-17-046742,10-K,zero_or_negative
1673358,"Yum China Holdings, Inc.",2016-05-31,2017-03-08,0.0,0001564590-17-003681,10-K,zero_or_negative
1675149,Alcoa Corp,2016-06-30,2017-03-15,0.0,0001193125-17-083862,10-K,zero_or_negative
1681459,TechnipFMC plc,2016-06-30,2017-01-13,0.0,0001681459-17-000013,10-K,zero_or_negative
1705696,VICI PROPERTIES INC.,2017-06-30,2018-03-28,0.0,0001705696-18-000015,10-K,zero_or_negative
1739104,Elanco Animal Health Inc,2018-12-31,2019-02-20,0.0,0001739104-19-000006,10-K,zero_or_negative
1743881,"BridgeBio Pharma, Inc.",2019-06-28,2020-03-03,0.0,0001564590-20-008260,10-K,zero_or_negative
1743881,"BridgeBio Pharma, Inc.",2020-06-30,2021-02-25,1694.0,0001564590-21-008969,10-K,below_floor
1755672,"Corteva, Inc.",2023-06-30,2024-02-08,40.6,0001755672-24-000004,10-K,below_floor
1755672,"Corteva, Inc.",2024-06-30,2025-02-14,37.4,0001755672-25-000005,10-K,below_floor
1770787,"10x Genomics, Inc.",2019-06-28,2020-02-27,0.0,0001193125-20-052640,10-K,zero_or_negative
1782754,AZEK Co Inc.,2020-03-31,2020-12-04,0.0,0001193125-20-310665,10-K,zero_or_negative
1782754,AZEK Co Inc.,2021-03-31,2021-11-23,3977124322000.0,0001564590-21-057997,10-K,neighbour_jump
1782754,AZEK Co Inc.,2022-03-31,2022-11-29,2793759544000.0,0001564590-22-038518,10-K,neighbour_jump
1782754,AZEK Co Inc.,2023-03-31,2023-11-29,2796678033000.0,0000950170-23-066594,10-K,neighbour_jump
1782754,AZEK Co Inc.,2023-03-31,2024-06-14,2796678033000.0,0000950170-24-073335,10-K/A,neighbour_jump
1783879,"Robinhood Markets, Inc.",2021-12-31,2022-02-24,0.0,0001783879-22-000044,10-K,zero_or_negative
1792044,Viatris Inc,2019-12-31,2020-05-07,0.0,0001193125-20-136001,10-K,zero_or_negative
1792044,Viatris Inc,2020-06-26,2021-03-01,0.0,0001792044-21-000009,10-K,zero_or_negative
1792044,Viatris Inc,2020-06-26,2021-04-30,0.0,0001193125-21-145240,10-K/A,zero_or_negative
1800227,People Inc,2020-06-30,2021-02-17,0.0,0001800227-21-000004,10-K,zero_or_negative
1807794,Credo Technology Group Holding Ltd,2021-10-31,2022-06-08,0.0,0001628280-22-016593,10-K,zero_or_negative
1807794,Credo Technology Group Holding Ltd,2021-10-31,2023-04-05,0.0,0001628280-23-010881,10-K/A,zero_or_negative
1811414,QuantumScape Corp,2020-06-30,2021-02-23,230000000000.0,0001564590-21-007621,10-K,neighbour_jump
1815753,Thunder Bridge Capital Partners III Inc.,2021-06-30,2022-03-30,401.58,0001213900-22-015937,10-K,below_floor
1818201,CCC Intelligent Solutions Holdings Inc.,2020-06-30,2021-03-29,0.0,0001193125-21-098450,10-K,zero_or_negative
1818201,CCC Intelligent Solutions Holdings Inc.,2020-06-30,2021-05-14,0.0,0001193125-21-160809,10-K/A,zero_or_negative
1820953,"Affirm Holdings, Inc.",2020-12-31,2021-09-17,0.0,0001820953-21-000102,10-K,zero_or_negative
1842022,"DT Midstream, Inc.",2021-06-30,2022-02-25,0.0,0001842022-22-000006,10-K,zero_or_negative
1852131,Nextpower Inc.,2022-09-30,2023-06-09,0.0,0001193125-23-163921,10-K,zero_or_negative
1852244,"GXO Logistics, Inc.",2021-06-30,2022-02-17,0.0,0001852244-22-000010,10-K,zero_or_negative
1852317,Fidelity Wise Origin Bitcoin Fund,2023-06-30,2024-03-21,0.0,0000950170-24-034695,10-K,zero_or_negative
1852317,Fidelity Wise Origin Bitcoin Fund,2024-06-30,2025-03-14,0.0,0000950170-25-039452,10-K,zero_or_negative
1866581,Dutch Bros Inc.,2021-06-30,2022-03-11,0.0,0001866581-22-000020,10-K,zero_or_negative
1868275,Constellation Energy Corp,2021-06-30,2022-02-25,0.0,0001868275-22-000020,10-K,zero_or_negative
1874178,"Rivian Automotive, Inc. / DE",2021-06-30,2022-03-31,0.0,0001874178-22-000008,10-K,zero_or_negative
1889539,"Corebridge Financial, Inc.",2022-06-30,2023-02-24,0.0,0001889539-23-000003,10-K,zero_or_negative
1932393,GE HealthCare Technologies Inc.,2022-06-30,2023-02-15,0.0,0001932393-23-000025,10-K,zero_or_negative
1973266,"TKO Group Holdings, Inc.",2023-06-30,2024-02-27,0.0,0001562762-24-000038,10-K,zero_or_negative
1973266,"TKO Group Holdings, Inc.",2024-06-30,2025-02-26,8505980836000.0,0000950170-25-027778,10-K,neighbour_jump
1980994,iShares Bitcoin Trust ETF,2023-06-30,2024-03-04,0.0,0001437749-24-006339,10-K,zero_or_negative
2005951,Smurfit Westrock plc,2024-06-30,2025-03-07,0.0,0002005951-25-000005,10-K,zero_or_negative
2023554,Sandisk Corp,2024-12-27,2025-08-21,0.0,0002023554-25-000034,10-K,zero_or_negative
2042694,Primo Brands Corp,2024-06-28,2025-02-27,0.0,0002042694-25-000003,10-K,zero_or_negative
